"title","wikibase_item","Distributor"
"ジャスト・ア・ジゴロ (1931年の映画)","Q6316523","distributor = | released = {{flagicon"
"1000 Heartbeats","Q17508207","distributor = NBCUniversal Formats "
"西門町 (映画)","Q15914740","distributor = [[ユナイテッド・インターナショナル・ピクチャーズ"
"ウォール・ストリート・ウィーク","Q7962625","distributor = [[WETA-TV"
"娼婦と狼男","Q6517827","distributor = {{仮リンク"
"ロロン (テレビドラマ)","Q104081603","distributor = | budget = "
"ローマ・オリンピック1960","Q3822591","distributor = | released = {{start date"
"フエゴ・アルディエンテ","Q104767388","distributor = | budget = "
"ベンセル・エル・パサド","Q106430871","distributor = テレビサ・インテルナシオナル "
"金宵大厦","Q48929139","distributor = {{ubl"
"The Trials of O'Brien","Q3828605","distributor = [[フィルムウェイズ]]<br>[[オリオン・テレビジョン]]<br>[[MGMテレビジョン]] (current distributor) "
"烙印なき男","Q3209797","distributor = リパブリック・ピクチャーズ "
"嵐に叛く女","Q6498089","distributor = {{Plainlist"
"新版結婚読本","Q17497952","distributor = [[ユニバーサル・ピクチャーズ"
"スターラ","Q65044090","distributor = | budget = "
"マリア・ラ・デル・バリオ","Q259494","distributor = テレビサ・インテルナシオナル "
"デスティニー・ローズ","Q20899425","distributor = | budget = "
"刺痛我","Q7191861","distributor = | released = {{Film date"
"メア・クルパ","Q6008132","distributor = | channel = [[File: Emblema de Televisión Nacional de Chile (1993-1996).svg"
"物言わぬ北国より","Q63565857","distributor = ユニバーサル映画製作社 "
"ダッチェス 〜キャサリン公、母、独身〜","Q99511567","distributor = [[Netflix]] "
"恋人 (1927年の映画)","Q16252728","distributor = [[メトロ・ゴールドウィン・メイヤー"
"覆面の人","Q2819813","distributor = [[ユニバーサル映画]] "
"イスラ・パライソ","Q56878174","distributor = | channel = [[メガ (チリのテレビチャンネル)"
"七月のランデヴー","Q3425262","distributor = L'Alliance Générale de Distribution Cinématographique "
"ソルテロ・コン・ヒハス","Q67225037","distributor = テレビサ・インテルナシオナル "
"薔薇色遊覧船","Q7833781","distributor = [[ユナイテッド・アーティスツ]] "
"エディフィシオ・コロナ","Q102339347","distributor = | channel = [[メガ (チリのテレビチャンネル)"
"讃美歌と拳銃","Q1041752","distributor = [[リパブリック・ピクチャーズ]] "
"深海パニック・決死の大爆破","Q7714112","distributor = [[NBC]] "
"渦巻く都会","Q2229501","distributor = [[コロンビア・ピクチャーズ]] "
"上と下","Q3055361","distributor = {{仮リンク"
"エア・ハンターズ","Q15910862","distributor = | company = フレーム・テレビジョン "
"轟く天地","Q7769181","distributor = パラマウント映画 "
"芸人ホテル","Q1752485","distributor = [[RKO]] "
"法の書 (映画)","Q5789791","distributor = | released = {{Film date"
"ザ・リザード","Q1477243","distributor = | released = "
"パピ・リッキー","Q1249120","distributor = | channel = [[チャンネル13 (チリ)"
"ラド・ア・ラド","Q777650","distributor = | budget = "
"アキン・パ・リン・アング・ブカス","Q14171669","distributor = | budget = "
"セニョール・アヴィラ","Q18485913","distributor = [[:en:HBO Latin America Group"
"イマーム・アリ (テレビシリーズ)","Q5952247","distributor = [[IRIB]] "
"大奮迅","Q10372408","distributor = [[ヴァイタグラフ・カンパニー・オブ・アメリカ]] "
"ブラッキー&カヌート","Q3640799","distributor = | released = 2012年5月 "
"ならず者一家",NA,"distributor = [[コロンビア映画]] "
"ハリウッドの出番","Q3786341","distributor = [[ワーナー・ブラザース]] "
"タトル・インティカム","Q23711376","distributor = | budget = "
"ラ・ドニャ","Q20656867","distributor = テレムンド・インターナショナル "
"リーガリー・ブラインド","Q28324987","distributor = | budget = "
"ハプロス","Q30609862","distributor = | budget = "
"小牧師 (1921年の映画)","Q7747670","distributor = [[パラマウント映画]] "
"ラ・テムペスタッド","Q973224","distributor = | budget = "
"ヴェルダデス・オクルタス","Q30904842","distributor = | channel = [[メガ (チリのテレビチャンネル)"
"チャルプシュマ","Q59530772","distributor = | budget = "
"追われし者の挽歌","Q4921581","distributor = 東亜輸出公司 (Dong A Exports Co., Ltd.) "
"女優メリー","Q19864665","distributor = [[:en:Film Booking Offices of America"
"ホットガールズ・ウォンテッド","Q19263684","distributor = [[Netflix]] "
"コモ・ラ・ヴィダ・ミスマ","Q116905590","distributor = | channel = [[メガ (チリのテレビチャンネル)"
"ウンアヨン・アット・カイランマン","Q55641253","distributor = | budget = "
"濁流 (1947年の映画)","Q3222290","distributor = | released = {{flagicon"
"ザ・ベター・ウーマン","Q64978147","distributor = | budget = "
"ロス・パリエンテス・ポブレス","Q4291231","distributor = テレビサ・インテルナシオナル "
"ミス・ド・ヴェール","Q17011207","distributor = [[スター・フィルム]] "
"大運河の景観","Q4147810","distributor = リュミエール協会 "
"浮気征伐","Q3986998","distributor = [[パラマウント映画]] "
"カサ・デ・ムニェコス","Q56318536","distributor = | channel = [[メガ (チリのテレビチャンネル)"
"コショウとドラジェ","Q3038878","distributor = | cinematography = アンリ・ドカエ "
"やくざ者 (1923年の映画)","Q19007236","distributor = [[パラマウント映画]] "
"コモ・ディセ・エル・ディチョ","Q5779549","distributor = テレビサ・インテルナシオナル "
"ラス・トンタス・ノ・ヴァン・アル・シエロ","Q304767","distributor = テレビサ・インテルナシオナル "
"小牧師 (1922年の映画)","Q18151821","distributor = [[バイタグラフ・スタジオ"
"エル・ヴエロ・デ・ラ・ビクトリア","Q30111392","distributor = テレビサ・インテルナシオナル "
"エンフェルメラス","Q72100361","distributor = | budget = "
"ラ・レイ・デル・コラソン","Q27928073","distributor = | budget = "
"ペルドナ・ヌエストロス・ペカドス","Q28913687","distributor = | channel = [[メガ (チリのテレビチャンネル)"
"ママ・メチョナ","Q15337101","distributor = | channel = [[チャンネル13 (チリ)"
"夜は巴里で","Q5578709","distributor = [[ワーナー・ブラザース]] "
"ドーヴァーの荒波","Q951974","distributor = | released = {{Film date"
"乱闘の果","Q5261989","distributor = ユニバーサル・ピクチャーズ "
"旅芸人の群","Q55740814","distributor = ユニバーサル・フィルム・マニュファクチャリング・カンパニー "
"白いトリュフの宿る森","Q96409669","distributor = {{flagicon"
"マドラスタ","Q70039205","distributor = | budget = "
"ラ・エスクラバ・ブランカ","Q22227196","distributor = | budget = "
"コラソン・ケ・ミエンテ","Q21070705","distributor = テレビサ・インテルナシオナル "
"ウン・ポキト・トゥヨ","Q60764070","distributor = [[テレムンド]] "
"サングレ・デ・ミ・ティエラ","Q39048975","distributor = テレムンド・インターナショナル<br />NBCユニバーサル・インターナショナル・ディストリビューション "
"獣になった男","Q18636557","distributor = [[ユナイテッド・アーティスツ]] "
"風に乗る騎士","Q3431750","distributor = Film Booking Offices of America "
"鉄拳娘","Q65068561","distributor = ユニバーサル・フィルム・マニュファクチャリング・カンパニー "
"ボクシング・カンガルー (1896年の映画)","Q7719596","distributor = | released = {{film date"
"ラファエル・オロスコ、アイドル","Q11514133","distributor = | budget = "
"アング・ダラワング・ミゼス・レアル","Q16961532","distributor = | budget = "
"マリア・メルセデス","Q1166261","distributor = テレビサ・インテルナシオナル "
"ラ・カンディダタ","Q27613956","distributor = テレビサ・インテルナシオナル "
"ザ・ワールド・ビトウィーン・アス","Q107354786","distributor = | budget = "
"結婚破壊業","Q18152545","distributor = [[メトロ・ピクチャーズ]] "
"ラホマ (映画)","Q16653074","distributor = {{仮リンク"
"濁流 (1957年の映画)","Q3324490","distributor = | released = {{flagicon"
"ブラック・ライク・ミー (映画)","Q2878712","distributor = {{仮リンク"
